time,lat,lon,alt,heading,glitch_x,glitch_y,event
1784908856.1065633,-35.362371,149.164163,10.424,315.45,0,0,
1784908856.356779,-35.362355,149.1641437,10.449,315.44,0,0,
1784908856.6056516,-35.3623391,149.1641245,10.475,315.45,0,0,
1784908856.8557525,-35.3623231,149.1641052,10.502,315.45,0,0,
1784908857.1066494,-35.362307,149.1640858,10.528,315.46,0,0,
1784908857.3572311,-35.362291,149.1640665,10.554,315.47,0,0,
1784908857.609495,-35.3622751,149.1640473,10.58,315.46,0,0,
1784908857.8596642,-35.362259,149.164028,10.606,315.47,0,0,
1784908858.1047904,-35.362243,149.1640087,10.631,315.47,0,0,
1784908858.3584175,-35.362227,149.1639894,10.657,315.48,0,0,
1784908858.606282,-35.362211,149.1639701,10.683,315.48,0,0,
1784908858.8568335,-35.362195,149.1639508,10.709,315.48,0,0,
1784908859.1078296,-35.362179,149.1639315,10.735,315.48,0,0,
1784908859.3581913,-35.3621629,149.1639121,10.761,315.48,0,0,
1784908859.6092875,-35.362147,149.1638929,10.787,315.48,0,0,
1784908859.8598251,-35.362131,149.1638736,10.813,315.49,0,0,
1784908860.1050093,-35.3621149,149.1638542,10.839,315.49,0,0,
1784908860.3576784,-35.3620989,149.1638349,10.864,315.49,0,0,
1784908860.6046274,-35.3620829,149.1638156,10.89,315.49,0,0,
1784908860.855221,-35.3620669,149.1637964,10.915,315.5,0,0,
1784908861.1062398,-35.3620509,149.1637771,10.942,315.49,0,0,
1784908861.3567324,-35.3620348,149.1637577,10.968,315.5,0,0,
1784908861.6088388,-35.3620188,149.1637384,10.994,315.5,0,0,
1784908861.8593905,-35.3620028,149.1637192,11.02,315.5,0,0,
1784908862.1068182,-35.3619868,149.1636998,11.046,315.51,0,0,
1784908862.3568661,-35.361915,149.1636855,11.063,315.6,0,0,
1784908862.3568661,-35.361915,149.1636855,11.063,315.6,0,0,EKF3 lane switch 1
1784908862.3568661,-35.361915,149.1636855,11.063,315.6,0,0,EKF3 primary changed:1
1784908862.607829,-35.3618963,149.1636627,11.096,316.56,0,0,
1784908862.85802,-35.3618805,149.1636425,11.133,317.55,0,0,
1784908863.1053112,-35.3618671,149.1636234,11.161,317.86,0,0,
1784908863.355543,-35.3618557,149.1636044,11.184,317.54,0,0,
1784908863.6114838,-35.3618459,149.1635853,11.204,317.29,0,0,
