time,lat,lon,alt,heading,glitch_x,glitch_y,event
1786445317.4414775,-35.3632622,149.1652375,15.001,353.45,0.0,0.0,
1786445317.9421606,-35.3632622,149.1652375,15.001,353.45,0.0,0.0,
1786445318.4432487,-35.3632622,149.1652374,15.001,353.45,0.0,0.0,
1786445318.9439,-35.3632622,149.1652374,15.001,353.45,0.0,0.0,
1786445319.4447033,-35.3632622,149.1652374,15.001,353.45,0.0,0.0,
1786445319.9453382,-35.3632622,149.1652374,15.001,353.45,0.0,0.0,
1786445320.4460309,-35.3632622,149.1652374,15.001,353.45,0.0,0.0,
1786445320.9469717,-35.3632622,149.1652374,15.001,353.45,0.0,0.0,
1786445321.4476864,-35.3632622,149.1652374,15.001,353.45,0.0,0.0,
1786445321.9480562,-35.3632609,149.165237,14.998,353.77,0.0,0.0,
1786445322.4541726,-35.3632596,149.1652366,14.998,352.76,0.0,0.0,
1786445322.9548833,-35.3632523,149.1652343,14.998,343.95,0.0,0.0,
1786445323.4560363,-35.3632484,149.165233,14.999,344.89,0.0,0.0,
1786445323.9568372,-35.3632133,149.1652212,15.003,344.81,0.0,0.0,
1786445324.4575858,-35.3632028,149.1652177,15.004,344.81,0.0,0.0,
1786445324.958315,-35.3631647,149.165205,15.003,344.82,0.0,0.0,
1786445325.4590309,-35.3631498,149.1652001,15.003,344.82,0.0,0.0,
1786445325.959841,-35.3630991,149.1651833,15.001,344.85,0.0,0.0,
1786445326.4605985,-35.3630806,149.1651772,15.0,344.86,0.0,0.0,
1786445326.9613914,-35.3630217,149.1651577,14.997,344.86,0.0,0.0,
1786445327.4620924,-35.3630013,149.1651509,14.997,344.85,0.0,0.0,
1786445327.962872,-35.3629392,149.1651304,14.996,344.87,0.0,0.0,
1786445328.4635239,-35.3629183,149.1651234,14.995,344.86,0.0,0.0,
1786445328.9643192,-35.3628552,149.1651025,14.991,344.88,0.0,0.0,
1786445329.4651258,-35.3628341,149.1650955,14.99,344.87,0.0,0.0,
1786445329.965967,-35.3627704,149.1650744,14.988,344.88,0.0,0.0,
1786445330.466731,-35.3627491,149.1650673,14.988,344.89,0.0,0.0,
1786445330.9675152,-35.3626855,149.1650462,14.986,344.88,0.0,0.0,
1786445331.4682968,-35.3626642,149.1650392,14.985,344.89,0.0,0.0,
1786445331.9691782,-35.3625999,149.1650179,14.985,344.9,0.0,0.0,
1786445332.4698877,-35.3625783,149.1650107,14.986,344.9,0.0,0.0,
1786445332.970612,-35.3625135,149.1649893,14.986,344.89,0.0,0.0,
1786445333.4712977,-35.3624919,149.1649821,14.986,344.89,0.0,0.0,
1786445333.9723556,-35.3624272,149.1649607,14.986,344.89,0.0,0.0,
1786445334.4731028,-35.3624055,149.1649535,14.987,344.91,0.0,0.0,
1786445334.9739037,-35.3623408,149.1649321,14.987,344.9,0.0,0.0,
1786445335.4746737,-35.3623192,149.1649249,14.987,344.91,0.0,0.0,
1786445335.9754097,-35.3622545,149.1649035,14.987,344.9,0.0,0.0,
1786445336.4762084,-35.3622327,149.1648963,14.988,344.91,0.0,0.0,
1786445336.9770212,-35.3621681,149.1648749,14.989,344.91,0.0,0.0,
1786445337.4780781,-35.3621465,149.1648678,14.99,344.92,0.0,0.0,
1786445337.9788754,-35.3620816,149.1648463,14.99,344.92,0.0,0.0,
1786445338.4796681,-35.3620598,149.1648391,14.99,344.92,0.0,0.0,
1786445338.9804895,-35.3619946,149.1648175,14.991,344.92,0.0,0.0,
1786445339.4812667,-35.3619729,149.1648103,14.991,344.92,0.0,0.0,
1786445339.982016,-35.361908,149.1647888,14.991,344.92,0.0,0.0,
1786445340.4827836,-35.3618863,149.1647816,14.991,344.92,0.0,0.0,
1786445340.9835577,-35.3618213,149.1647601,14.992,344.94,0.0,0.0,
1786445341.4843326,-35.3617997,149.1647529,14.992,344.92,0.0,0.0,
1786445341.9850965,-35.3617348,149.1647314,14.993,344.93,0.0,0.0,
1786445342.4858367,-35.3617131,149.1647242,14.994,344.93,0.0,0.0,
1786445342.9866083,-35.3616478,149.1647026,14.994,344.94,0.0,0.0,
1786445343.487339,-35.3616261,149.1646954,14.994,344.94,0.0,0.0,
1786445343.9880586,-35.361561,149.1646739,14.994,344.93,0.0,0.0,
1786445344.4889193,-35.3615394,149.1646667,14.994,344.94,0.0,0.0,
1786445344.9896853,-35.3614742,149.1646451,14.994,344.94,0.0,0.0,
1786445345.490393,-35.3614525,149.1646379,14.994,344.94,0.0,0.0,
1786445345.9912536,-35.3613877,149.1646165,14.994,344.93,0.0,0.0,
1786445346.4919577,-35.3613662,149.1646093,14.994,344.93,0.0,0.0,
1786445346.9927306,-35.3613012,149.1645878,14.994,344.94,0.0,0.0,
1786445347.4935327,-35.3612795,149.1645806,14.994,344.95,0.0,0.0,
1786445347.9943714,-35.3612143,149.1645591,14.995,344.96,0.0,0.0,
1786445348.495043,-35.3611927,149.1645519,14.996,344.96,0.0,0.0,
1786445348.9959927,-35.3611275,149.1645303,14.997,344.95,0.0,0.0,
1786445349.4969587,-35.3611058,149.1645231,14.997,344.95,0.0,0.0,
1786445349.997755,-35.3610406,149.1645015,14.997,344.96,0.0,0.0,
1786445350.4985454,-35.3610189,149.1644943,14.998,344.94,0.0,0.0,
1786445350.999303,-35.3609539,149.1644728,14.997,344.95,0.0,0.0,
1786445351.500051,-35.3609324,149.1644657,14.997,344.94,0.0,0.0,
1786445352.0008783,-35.3608677,149.1644443,14.997,344.96,0.0,0.0,
1786445352.5016034,-35.3608461,149.1644371,14.997,344.96,0.0,0.0,
1786445353.0024014,-35.3607809,149.1644155,14.997,344.96,0.0,0.0,
1786445353.5032496,-35.3607592,149.1644083,14.997,344.96,0.0,0.0,
1786445354.0040302,-35.3606939,149.1643867,14.998,344.95,0.0,0.0,
1786445354.504772,-35.3606722,149.1643795,14.997,344.95,0.0,0.0,
1786445355.0058348,-35.360607,149.1643579,14.997,344.95,0.0,0.0,
1786445355.5065622,-35.3605854,149.1643507,14.997,344.96,0.0,0.0,
1786445356.0074327,-35.3605204,149.1643292,14.997,344.96,0.0,0.0,
1786445356.5082705,-35.3604987,149.164322,14.997,344.96,0.0,0.0,
1786445357.0090563,-35.3604338,149.1643005,14.996,344.96,0.0,0.0,
1786445357.5097733,-35.3604121,149.1642934,14.996,344.96,0.0,0.0,
1786445358.0105264,-35.3603474,149.1642719,14.996,344.96,0.0,0.0,
1786445358.511338,-35.3603257,149.1642647,14.997,344.96,0.0,0.0,
1786445359.0121076,-35.3602607,149.1642432,14.997,344.96,0.0,0.0,
1786445359.5128288,-35.3602388,149.164236,14.997,344.97,0.0,0.0,
1786445360.013613,-35.3601737,149.1642144,14.998,344.97,0.0,0.0,
1786445360.5143294,-35.360152,149.1642072,14.998,344.97,0.0,0.0,
1786445361.01513,-35.360087,149.1641857,14.998,344.97,0.0,0.0,
1786445361.5158675,-35.3600652,149.1641785,14.998,344.97,0.0,0.0,
1786445362.016747,-35.3600004,149.164157,14.997,344.97,0.0,0.0,
1786445362.5178592,-35.3599788,149.1641499,14.997,344.96,0.0,0.0,
1786445363.018631,-35.3599138,149.1641283,14.997,344.97,0.0,0.0,
1786445363.5197256,-35.359892,149.1641211,14.998,344.97,0.0,0.0,
1786445364.0205076,-35.3598268,149.1640995,14.998,344.97,0.0,0.0,
1786445364.5216072,-35.3598051,149.1640923,14.998,344.97,0.0,0.0,
1786445365.022377,-35.3597401,149.1640708,14.998,344.97,0.0,0.0,
1786445365.524004,-35.3597185,149.1640636,14.998,344.98,0.0,0.0,
1786445366.0250666,-35.3596533,149.164042,14.998,344.97,0.0,0.0,
1786445366.5259364,-35.3596316,149.1640348,14.998,344.97,0.0,0.0,
1786445367.0266793,-35.3595669,149.1640134,14.998,344.97,0.0,0.0,
1786445367.527687,-35.3595453,149.1640063,14.998,344.97,0.0,0.0,
1786445368.029891,-35.3594802,149.1639847,14.998,344.97,0.0,0.0,
1786445368.5305872,-35.3594585,149.1639775,14.999,344.97,0.0,0.0,
1786445369.0322807,-35.3593718,149.1639488,15.001,344.98,0.0,0.0,
1786445369.5330553,-35.35935,149.1639416,15.001,344.98,0.0,0.0,
1786445370.0334153,-35.3592848,149.16392,15.001,344.97,0.0,0.0,
1786445370.5341632,-35.3592631,149.1639128,15.0,344.98,0.0,0.0,
1786445371.0355225,-35.3591983,149.1638913,15.002,344.96,0.0,0.0,
1786445371.536432,-35.3591772,149.1638843,15.004,344.96,0.0,0.0,
1786445372.0370588,-35.3591171,149.1638644,15.008,344.94,0.0,0.0,
1786445372.5379002,-35.3590986,149.1638582,15.006,344.94,0.0,0.0,
1786445373.0386133,-35.3590493,149.1638418,14.995,344.92,0.0,0.0,
1786445373.539375,-35.3590353,149.1638371,14.989,345.17,0.0,0.0,
1786445374.0400572,-35.3590013,149.1638279,14.979,352.62,0.0,0.0,
1786445374.5410297,-35.3589927,149.1638271,14.98,358.96,0.0,0.0,
1786445375.0417895,-35.3589753,149.1638338,14.987,36.83,0.0,0.0,
1786445375.5424638,-35.3589719,149.1638396,14.989,51.4,0.0,0.0,
1786445376.0431764,-35.3589664,149.163869,14.991,81.75,0.0,0.0,
1786445376.543951,-35.3589655,149.1638825,14.991,83.69,0.0,0.0,
1786445377.0446568,-35.3589634,149.1639327,14.989,86.29,0.0,0.0,
1786445377.5454044,-35.3589625,149.1639524,14.988,86.11,0.0,0.0,
1786445378.0461679,-35.3589588,149.164019,14.989,85.59,0.0,0.0,
1786445378.5468938,-35.3589575,149.164043,14.99,85.59,0.0,0.0,
1786445379.047747,-35.3589529,149.1641192,14.991,85.6,0.0,0.0,
