time,lat,lon,alt,heading,glitch_x,glitch_y,event
1784913654.749988,-35.362809,149.164734,10.041,316.84,-1.8000018000018e-05,2.2072271845065916e-05,DIST=360.1
1784913659.7513618,-35.362793,149.1647157,10.058,316.83,-3.6000036000036e-05,4.414453494148727e-05,DIST=362.2
1784913664.752308,-35.3627766,149.1646969,10.087,316.85,-5.4000054000054e-05,6.621678896120066e-05,DIST=364.4
1784913669.7531357,-35.3627598,149.1646778,10.127,316.87,-7.2000072000072e-05,8.82890335761437e-05,DIST=366.6
1784913674.7545314,-35.3627434,149.164659,10.154,316.86,-9.000009000009e-05,0.00011036126955183262,DIST=368.8
1784913679.7557104,-35.3627271,149.1646403,10.179,316.85,-0.000108000108000108,0.00013243349672424103,DIST=371.0
1784913684.7595663,-35.3627107,149.1646216,10.203,316.86,-0.000126000126000126,0.00015450571479264604,DIST=373.2
1784913689.760782,-35.3626944,149.1646029,10.227,316.86,-0.000144000144000144,0.0001765779241124707,DIST=375.4
1784913694.7618177,-35.3620145,149.1638148,11.127,316.84,-0.000162000162000162,0.00019864849173119127,DIST=470.2
1784913699.7626278,-35.3619953,149.1637929,11.163,316.86,-0.00018000018000018,0.00022072049387818579,DIST=472.9
1784913704.7635825,-35.3615667,149.1633129,12.056,316.95,-0.000198000198000198,0.00024279125438216647,DIST=533.1
1784913709.764415,-35.3615533,149.1632978,12.083,316.97,-0.000216000216000216,0.0002648631426394813,DIST=535.0
1784913714.7653189,-35.360947,149.162604,13.079,316.9,-0.000225000225000225,0.00027589703508131344,DIST=622.8
1784913719.7661564,-35.3609326,149.1625877,13.103,316.91,-0.000225000225000225,0.00027589698587470905,DIST=624.9
1784913724.7667453,-35.3603197,149.1618864,14.11,316.87,-0.000225000225000225,0.00027589489155103856,DIST=714.9
1784913729.7676227,-35.3603054,149.1618702,14.134,316.88,-0.000225000225000225,0.0002758948426876598,DIST=717.0
1784913734.7685375,-35.3597706,149.1612718,14.948,357.99,-0.000225000225000225,0.0002758930152904014,DIST=795.1
1784913739.7695746,-35.3597692,149.1612763,14.944,12.48,-0.000225000225000225,0.00027589301050670226,DIST=794.8
1784913744.7705417,-35.3596406,149.1621532,14.995,80.26,-0.000225000225000225,0.00027589257109117665,DIST=739.4
1784913749.7713668,-35.3596378,149.1621814,14.995,80.68,-0.000225000225000225,0.0002758925615238401,DIST=737.6
1784913754.7724373,-35.3594822,149.1632357,14.996,79.93,-0.000225000225000225,0.00027589202985535866,DIST=678.0
1784913759.773436,-35.3594782,149.1632627,14.995,79.91,-0.000225000225000225,0.00027589201618784227,DIST=676.6
1784913764.7743018,-35.3593225,149.1643196,14.998,79.77,-0.000225000225000225,0.0002758914841818644,DIST=626.6
1784913769.7751548,-35.3593185,149.1643467,14.998,79.76,-0.000225000225000225,0.0002758914705144558,DIST=625.5
1784913774.7760468,-35.3591634,149.1654037,14.998,79.72,-0.000225000225000225,0.00027589094056276747,DIST=587.8
1784913779.7770686,-35.3591594,149.1654307,14.998,79.72,-0.000225000225000225,0.0002758909268954662,DIST=587.0
1784913784.7783763,-35.3590041,149.1664875,14.998,79.7,-0.000225000225000225,0.0002758903962645804,DIST=564.2
1784913789.7792914,-35.3590002,149.1665147,14.998,79.7,-0.000225000225000225,0.0002758903829390664,DIST=563.8
1784913794.7801735,-35.3591728,149.1672135,15.008,141.35,-0.000225000225000225,0.00027589097268093616,DIST=528.0
1784913799.7813807,-35.3591901,149.1672302,15.008,141.35,-0.000225000225000225,0.00027589103179207267,DIST=525.8
1784913804.7823632,-35.3598695,149.1679026,15.0,141.06,-0.000225000225000225,0.0002758933532254133,DIST=440.7
1784913809.7832263,-35.359887,149.16792,15.0,141.06,-0.000225000225000225,0.00027589341302197245,DIST=438.5
1784913814.7840774,-35.3605674,149.168596,15.001,140.97,-0.000225000225000225,0.00025382407891606166,DIST=359.6
1784913819.7849798,-35.3605849,149.1686133,15.001,140.96,-0.000225000225000225,0.00023175247011072265,DIST=357.7
1784913824.7857857,-35.3612649,149.1692889,14.999,140.94,-0.000225000225000225,0.00020968257225971158,DIST=290.6
1784913829.7866538,-35.3612824,149.1693063,14.999,140.94,-0.000225000225000225,0.00018761076321262426,DIST=289.1
1784913834.7875435,-35.3619629,149.1699823,15.0,140.96,-0.000225000225000225,0.00016554030397631522,DIST=243.9
1784913839.7890015,-35.3619803,149.1699997,15.0,140.95,-0.000225000225000225,0.00014346829436586445,DIST=243.2
1784913844.7901375,-35.3626608,149.1706746,14.999,141.04,-0.000225000225000225,0.00012139727230420904,DIST=233.4
1784913849.7909846,-35.3626782,149.1706896,14.999,141.67,-0.000225000225000225,9.932506238287175e-05,DIST=233.5
1784913854.7917738,-35.362984,149.1709964,14.643,142.28,-0.000225000225000225,7.725311891304493e-05,DIST=242.7
1784913859.7926004,-35.3629837,149.1709936,14.393,142.37,-0.000225000225000225,5.518079901855531e-05,DIST=242.5
1784913864.7934687,-35.3629821,149.1709942,7.042,142.28,-0.000225000225000225,3.3108478754978955e-05,DIST=242.6
1784913869.794342,-35.3629821,149.1709916,6.917,142.36,-0.000225000225000225,1.1036159584992984e-05,DIST=242.4
1784913874.7954342,-35.362982,149.1709941,2.044,142.27,-0.000225000225000225,-1.1036159571323105e-05,DIST=242.6
